region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,דיפסיס משולש,1,,לכריתה
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,כמרופס נמוך,2,,לכריתה
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סייאגרוס רומנזוף,4,,לכריתה
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,פלפלון דמוי-אלה,1,,לכריתה
מנשה שרון,20031,העתקה,מוריס אוחנה,אחר,שיפוץ ושידרוג הגינה,הרצליה,קפלן,24,,,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,זית אירופי,1,,להעתקה
מנשה שרון,20033,כריתה,אילן מיכאליס,אחר,גורם נזק לתשתיות,כפר סבא,חייקה גרוסמן,4,6434,169,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,לכריתה
מנשה שרון,20034,כריתה,יוסף כהן,אחר,נזק לקיר גינה ונפילת ענפים פתאומית,רעננה,הגפן,26,,,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,לכריתה
מנשה שרון,20036,כריתה,יאיר אנדן,אחר,נזק לקיר גינה וריצוף,רעננה,יהודה הלוי,64,,,2019-11-19 00:00:00.000000,2021-11-21 00:00:00.000000,רמי דוידי,פלפלון דמוי-אלה,1,,לכריתה
מנשה שרון,20039,כריתה,ענבל קפלנסקי,אחר,נוטים וגורמים נזק לביוב,רעננה,השחפים,27,7651,375,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,6,,לכריתה
מנשה שרון,20039,כריתה,ענבל קפלנסקי,אחר,נוטים וגורמים נזק לביוב,רעננה,השחפים,27,7651,375,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,שפלרה מקרינה,1,,לכריתה
מנשה שרון,20039,כריתה,ענבל קפלנסקי,אחר,נוטים וגורמים נזק לביוב,רעננה,השחפים,27,7651,375,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,תמר מצוי,1,,לכריתה
מנשה שרון,20040,כריתה,עיריית חדרה,אחר,נוטה,חדרה,"המגינים ,מרכז פנאי רעים",7,,,2019-12-01 00:00:00.000000,2021-12-01 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,לכריתה
מנשה שרון,20043,כריתה,מרגלית גולדשטיין,אחר,צמוד לבית,כפר סבא,קרן היסוד,3,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,2,,לכריתה
מנשה שרון,20044,כריתה,פזית הדר,אחר,גורמים נזק לריצוף ולקיר,רעננה,שפינוזה,55,,,2019-11-21 00:00:00.000000,2021-11-21 00:00:00.000000,רמי דוידי,דקל משולש,2,,דקל טבעות לכריתה.
מנשה שרון,20045,כריתה,הדסה שריג,אחר,צמוד לבית וגבוה,צורן,ההדרים,50,7884,1108,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,לכריתה
מנשה שרון,20046,כריתה,גל בן חיים,אחר,נטוי וגורם נזק לריצוף,פרדסיה,השקמה,27,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,20047,כריתה,עידו שלי,אחר,גורם נזק,כפר סבא,תל חי,75,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,20048,כריתה,גיא ישראלי,אחר,נוטה,רמת השרון,הרב קוק,8,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,אורן לכריתה
מנשה שרון,20050,כריתה,אורי אנטמן,עץ מת,,רמת השרון,המכבים,8,6551,302,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,הורדת גובה
מנשה שרון,20050,כריתה,אורי אנטמן,עץ מת,,רמת השרון,המכבים,8,6551,302,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,ברוש לימוני לכריתה
מנשה שרון,20050,כריתה,אורי אנטמן,עץ מת,,רמת השרון,המכבים,8,6551,302,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,20051,כריתה,מ.מ.בנימינה גע',אחר,נוטה,בנימינה,הרקפות,,,,2019-12-12 00:00:00.000000,2021-12-12 00:00:00.000000,רמי דוידי,עץ לא מזוה מת -לכריתה,1,,לכריתה
מנשה שרון,20054,כריתה,ועד בית השופטים 66,אחר,צמוד לקיר וגורם נזק,רמת השרון,השופטים,66,6418,168,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,20055,כריתה,יונתן שמוקלר,אחר,נזק לקיר גינה ונפילת בדים,רעננה,שי עגנון,21 א',6583,586,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,דקל משולש,1,,דקל טבעות לכריתה
מנשה שרון,20056,כריתה,שירי ברנהרט,אחר,מפריע לגבול,יקנעם,החצבני,18/2,11070,46,2019-12-10 00:00:00.000000,2021-12-12 00:00:00.000000,רמי דוידי,יוקה,1,,כריתה
מנשה שרון,20057,כריתה,אסף אהרוני,אחר,עץ נוטה,מגידו,מגרש 1022,,20279,14,2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,20058,כריתה,גוטמן אלכסיי,אחר,נוטה ופוגע בקירות ובתשתיות,יקנעם,הדס,17/1,12088,15,2019-11-28 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,כריתה
מנשה שרון,20059,כריתה,רויטל הרצמן קידרון,אחר,מהווה מטרד,פרדסיה,השקמה,2,8143,35,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,20062,כריתה,עיריית כפר יונה,אחר,מפריע למגרש ליד,כפר יונה,המייסדים,74,,,2019-12-09 00:00:00.000000,2021-12-09 00:00:00.000000,רמי דוידי,קזוארינה,1,,לכריתה
מנשה שרון,20063,כריתה,צפורה רביב,אחר,צמוד לחומה ולכביש,כפר יונה,נחל שובל,12,,,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,מכנף נאה,1,,לכריתה
מנשה שרון,20065,כריתה,קיבוץ ברקאי,עץ מת,"מנוונים בהנחיית קק""ל",ברקאי,חורשת אורנים בשטחי הקיבוץ,,,,2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,אורנים,100,,כריתה
מנשה שרון,20066,כריתה,קיבוץ ברקאי,אחר,שבור,ברקאי,,,,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,ינבוט לבן,1,,כריתה
מנשה שרון,20068,העתקה,נתיבי ישראל,בניה,הסדרת צומת והצבת רמזור,טירה,צומת טירה כביש 554,,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,מייש בונגה,2,,העתקה
מנשה שרון,20068,העתקה,נתיבי ישראל,בניה,הסדרת צומת והצבת רמזור,טירה,צומת טירה כביש 554,,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,צאלון נאה,2,,העתקה
מנשה שרון,20069,כריתה,נאוה גור,בניה,,בנימינה,העבודה,15,10214,105,2020-05-21 00:00:00.000000,2022-05-22 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,כריתה
מנשה שרון,20069,כריתה,נאוה גור,בניה,,בנימינה,העבודה,15,10214,105,2020-05-21 00:00:00.000000,2022-05-22 00:00:00.000000,רמי דוידי,ברוש גדול-פירות,1,,כריתה
מנשה שרון,20069,כריתה,נאוה גור,בניה,,בנימינה,העבודה,15,10214,105,2020-05-21 00:00:00.000000,2022-05-22 00:00:00.000000,רמי דוידי,ברוש מצוי,5,,כריתה
מנשה שרון,20069,כריתה,נאוה גור,בניה,,בנימינה,העבודה,15,10214,105,2020-05-21 00:00:00.000000,2022-05-22 00:00:00.000000,רמי דוידי,קריית הפקן,1,,כריתה
מנשה שרון,20070,כריתה,אגודה שיתופית ביתן אהרון,עץ מת,,ביתן אהרון,באר,5,8330,,2019-11-14 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ברוש מצוי,6,,לכריתה
מנשה שרון,20072,כריתה,כפר ויתקין מושב עובדים,הכשרה חקלאית,,כפר ויתקין,שטח חקלאי,,8349,,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,איקליפטוס המקור,15,,בתי גידול לכריתה
מנשה שרון,20073,כריתה,עיריית רמת השרון,בניה,,רמת השרון,מתחם אילת,,6547,114,2019-12-12 00:00:00.000000,2021-12-12 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,עץ מס' 29 לכריתה
מנשה שרון,20075,כריתה,מ.מ.תל מונד,אחר,מפריע לכניסה לחניה,תל מונד,הספיר,21,7785,242,2019-11-14 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,20076,כריתה,שי ברנט,אחר,גבוה מאוד עם סימני יובש,רמת השרון,קרן היסוד,35,,,2019-11-14 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,20078,כריתה,קוליק ערן,אחר,קרוב לכביש ומהווה מטרד,הרצליה,אוסישקין,32,,,2019-11-14 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אלביציה צהובה (לבק),1,,לכריתה
מנשה שרון,20080,כריתה,אמיר אייזק,אחר,נזק לקיר ולצנרת,הרצליה,המסילה,15,,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,לכריתה
מנשה שרון,20081,כריתה,איילת גרמה,אחר,צמודים לקיר ולביוב,הרצליה,חוני המעגל,14,,,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,ברוש מצוי,2,,לכריתה
מנשה שרון,20083,כריתה,דור פילוס,אחר,נזק לקיר ולריצוף,רעננה,יגאל ידין,1 א',6582,202,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,4,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,אולמוס קטן-עלים,1,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,אזדרכת מצויה,6,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,אשלים,14,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,ברוש מצוי,4,,לכריתה
מנשה שרון,20084,כריתה,ועד מקומי מכמורת,בניה,עבודות פיתוח כבישים,מכמורת,המפתח ומעלה האשלים,,8414,,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,מילה ירוקת-עד,1,,לכריתה
מנשה שרון,20086,כריתה,קיבוץ מעברות,עץ מת,,מעברות,בשטחי הקיבוץ,,8192,30,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,20086,כריתה,קיבוץ מעברות,עץ מת,,מעברות,בשטחי הקיבוץ,,8192,30,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,לכריתה
מנשה שרון,20086,כריתה,קיבוץ מעברות,עץ מת,,מעברות,בשטחי הקיבוץ,,8192,30,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,תמר מצוי,1,,לכריתה
מנשה שרון,20086,כריתה,קיבוץ מעברות,עץ מת,,מעברות,בשטחי הקיבוץ,,8192,30,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,תמר קנרי,1,,לכריתה
מנשה שרון,20088,כריתה,אלמוג אדונסקי,אחר,קרובים לבית,רמת השרון,המלכים,51,,,2019-11-19 00:00:00.000000,2021-11-21 00:00:00.000000,רמי דוידי,אורנים,2,,לכריתה
מנשה שרון,20089,כריתה,עיריית יקנעם,בניה,,יקנעם,פארק הרכס,,12742 חלקה 93,"גוש 12741 חלקה 67,89 גוש 12740 חלקה 44,41",2020-05-27 00:00:00.000000,2022-05-29 00:00:00.000000,רמי דוידי,אורן קפריסאי,83,,
מנשה שרון,20089,כריתה,עיריית יקנעם,בניה,,יקנעם,פארק הרכס,,12742 חלקה 93,"גוש 12741 חלקה 67,89 גוש 12740 חלקה 44,41",2020-05-27 00:00:00.000000,2022-05-29 00:00:00.000000,רמי דוידי,זית אירופי,255,,
מנשה שרון,20092,כריתה,שלומית אלון,אחר,נוטים,בת חפר,גולן,18,8726,36,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,20092,כריתה,שלומית אלון,אחר,נוטים,בת חפר,גולן,18,8726,36,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,1,,לכריתה
מנשה שרון,20093,כריתה,אלעד לניר,אחר,צמוד לבית,בחן,,,8631,4,2019-11-19 00:00:00.000000,2021-11-21 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,לכריתה
מנשה שרון,20094,כריתה,ענבל גולדשטיין,אחר,נזק לצנרת ביוב,רמת השרון,אוסישקין,84,6416,189,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,פיקוס בינימינה,3,,לכריתה
מנשה שרון,20095,כריתה,מועצה אזורית דרום השרון,אחר,גדם עץ יבש,נוה ימין,גן כרכום,,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,עץ לא מזוה מת -לכריתה,1,,גדם לכריתה
מנשה שרון,20097,כריתה,מועצה אזורית דרום השרון,אחר,בתהליך התייבשות,נוה ימין,גן נווה,,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,20098,כריתה,מועצה אזורית דרום השרון,אחר,נוטה בזוית מסוכנת,נוה ימין,גן אורן,,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,קזוארינה,1,,לכריתה
מנשה שרון,20099,כריתה,קמחי יוחאי,אחר,נזק לקיר גינה ונפילת ענפים,שדה ורבורג,ההדרים,90,,,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,היביסקוס טליתי 'סתריה',3,,לכריתה
מנשה שרון,20099,כריתה,קמחי יוחאי,אחר,נזק לקיר גינה ונפילת ענפים,שדה ורבורג,ההדרים,90,,,2019-11-17 00:00:00.000000,2021-11-17 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,20102,כריתה,אהוד אקר,אחר,מפריע לשכנים ולשביל,כפר סבא,בילו,10,,,2019-12-03 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,פיקוס אוזני,1,,לכריתה
